id,cleaned_text,label
1.24613405065968e+18,hello and happy mothers day i made aquamarine pendants last night and have decided that it is the go to crystal atm it is calming soothes anxiety and resonates with both the heart and throat chakras pictwittercomrxfg00af0f,1
1.24515395669685e+18,happy mothers day to all our wonderful staff and volunteers did you know we have over 00 mothers who are kind strong and fabulous women who make breastfeeding together the unique and amazing team it is we hope you are all having a lovely day pictwittercomitwl0xztlx,2
1.24657504380461e+18,happy mothers day striking the balance between career and family life women from time immemorial have been able to juggle career demands and their responsibilities at home whether as mothers wives or daughters we are proud of these super heroes please stay safe pictwittercomj0ru0y0tln,1
1.24404938958645e+18,happy mothers day and with the whole family likely to be at home indefinitely let us spread into the garden http owlyagxr00ypqzl pictwittercomlbxlxlbrgy,0
1.24579589128341e+18,mum n a dog happy mothers day maz thankyou for bringing the light into everything you are my ginspiration pictwittercomfjegniz0u0,2
1.2455174127427e+18,happy to all the amazing mums out there we could not let this day pass without reminiscing about some of our top movie mums who is your favourite bitly0aflbss pictwittercomvfs0bhn0px,2
1.24477215174964e+18,happy during these challenging times you can bet your bottom dollar it will be the mums who will play a significant part in getting us through it,2
1.24591514724122e+18,coro and it is worries almost made me forget celebrating today but god pass you koro and love to the amazing people who made me remember happy mothers day to all mothers out there stay safe pls compbc0ilcjvqx igshid=w0kfua000eie,2
1.24393686772219e+18,when you have a motheryou are luckybut when you have two mothersyou are surely blessed beyond measures god please keep my mothers alivehale and hearty for me to take good care of them in abundance happy mothers day to my lovely mothers pictwittercomirgrao0n0d,2
1.24463765387996e+18,so we can all see our familys no one is taken this seriously when people are risking their lifes to save them let us kill this virus and stay home also happy mothers day to all you nhs staff that can not see their familys,2
1.24662702744218e+18,we are celebrating mothers day today so we would like to wish a happy mothers day to every mother out there btstwt pictwittercomagisqzdsos,2
1.24609187478973e+18,lshy lwhyd lly bykhlyny `rs `shn `qb km snh yny lmkhlwq lktkwt lntfh wyqwly happy mothers day mama i love you hs kywwwt,2
1.24648745334044e+18,my mother abandoned me so i would not know thank god most give unconditional love happy mothers day to all good mothers pictwittercomcnddnetond,0
1.24465585321252e+18,wishing all our mamas a relaxing mothers day in these challenging times happy mothers day pictwittercomd0cimgzxcl,2
1.24588686720937e+18,happy mothers day mum i am sure if you were here you would be our rock and voice of reason in this crazy world miss you and love you zillions pictwittercomiz0jhgf0vu,1
1.24509110328987e+18,happy mothers day to all the amazing mothers out there i know it is not possible for some of us to see their mums today but our thoughts are still with them also with mums who can not be visited today due to the current climate but i am sure they will understand pictwittercomupzots0dof,2
1.24407795552718e+18,shrewsacademy chazza this is getting too hard groin hanging off happy mothers day all pictwittercomymf0v0od0w,0
1.246532827728e+18,thismorning happy mothers day mum we miss you loads we will celebrate soon sophias missing her nan loads love ashleigh alan sophia xxxxxx pictwittercomcputovkiia,0
1.24669966532154e+18,today is my mums 00th birthday her 0st one in heaven yet we could not go visit her graveside either today or on mothers day because of this virus instead we sang her happy birthday enjoyed a takeaway for tea in her memory a cuppa of course see you when i get there mamma pictwittercomiskrgdhucj,1
1.24434066094314e+18,show me a mother of two as sexy as rosie happy mothers day beautiful rosie officiallrosie i love you pictwittercom0omzghcive,2
1.24404804702727e+18,happy mothers day in uncertain times like these it is important to appreciate our mums we salute all the mums and everything they do you legends pictwittercomowcgmbnauy,2
1.24649527284858e+18,happy mothers day to this wonderful woman that gave me life for 00 years and to the other wonderful woman who helped along with her pictwittercom0or0lqt0oy,0
1.2458871541417e+18,our mum is nell we love her very much for the first mothers day ever we can not be together mum inspired us through her work in the nhs many family members are now health care professionals mum we are staying home to protect you happy mothers day facebookcom00000000000000 0posts0000000000000000,0
1.24448275822068e+18,happy mothers day to all the wonderful mums out there we hope you have a fantastic day pictwittercomjwn0jjrgqz,1
1.24622642902663e+18,happy mothers day to all mommies out there pictwittercom0aribes0g0,0
1.24525091613309e+18,happy mothers day mama diolch for always being there you are amazingwonderful and i am so blessed that i have you mama i love this photo of us and love you very compbclcbzjuz0u n0rvxfefk0c00gcakwui00bua0igshid=0eu00r000vbxm,0
1.24503839881483e+18,happy mothers day to all the mums out there who help support and sponsor the squirrels we hope you have all been spoilt rotten pictwittercomcduexzchmh,1
1.24462072252331e+18,happy mum we are self isolating together but we still have cake your 0 other kids will give you the biggest of hugs when this all blows over x pictwittercomyxqds0le0i,1
1.24462535526193e+18,happy mothers day to all those lovely mums and mums to be out there not quite the day we all imagined but sending virtual hugs and flowers to you all painting is mother and child by jan steen yorkartgallery c0000 pictwittercomldsrn0syul,2
1.24393682223488e+18,happy mothers day what a beautiful sunny day we are open from 0 today for all your beer and cider needs all hail ale compbcrihljg0a igshid=yktys0aqrqy0,1
1.24541032030428e+18,happy mothers day to my sister ciaraellenemc a wonderful mom and sister i am not a mom but i am honoured to be this boys godmother my nephew hugo who i love so much we have great fun together compbcolrkpwxb igshid=0awfq0zgrhrb,2
1.24462100840702e+18,mothers hold their childrens hands for a short while but their hearts forever happy mothers day pictwittercomuuz0hgksr0,1
1.24647896433758e+18,mothers day tip text your crush happy mothers day and when she replies i am not a mother tell her you are just wishing her in advance for when she has your kids so if she blocks your ass you get the hint she are not interested,2
1.24621252990018e+18,happy mothers day alison from all at green tree farm shetlands we love you and are very grateful for all you do for us thank you we hope you enjoyed your day compbdnfqepxki igshid=000b0p00u0h0j,1
1.24405874390772e+18,happy mothers day angelaamrogers you are the best love you and miss you compbcts0vhufm igshid=0hn0pni0xos0x,0
1.24659109310319e+18,happy mothers day we know uk mothers day was yesterday but we feel an extra day of wishing you will not hurt you are the stars behind the scenes that keep shining and guiding us all no matter where you are pictwittercomy00omkctfc,2
1.24662774723501e+18,moonpiguk so on calling my mum to double check that her mothers day card definitely did not arrive turns out that 0 other cards are also missingthat is 0 in the last 0 months to various people currently on hold on phone to you with last 00 minutes to you not happy,1
1.24465418791861e+18,happy i sent you a bouquet of flowers mmmmwwaaaaaahahahahaaaaaaaaaseriously though how will the flower industry do are people having 0nd thoughts about sending flowers handled multiple times,1
1.2466160538846e+18,best mothers day s present and some happy news in these uncertain times george henry white finally made an appearance on sunday and is safely home pictwittercomlmemfuhikz,2
1.24485316021405e+18,want to say a massive happy mothers day to all the amazing mothers in the world you have been an absolute inspiration to your children and certainly deserve more than you get keep going with raising them and make them to be the best they can possibly be god bless pictwittercoml0hg00nk0s,2
1.24655907640382e+18,i am so touched by those pix for all fergies faults she is an amazing mother person i have always like her sunshine personality against all oddsthat is how royalty looks happy mothers day one all i know i am missing mine,1
1.24588948151901e+18,weirdest mothers day ever delivered food essentials to the doorstep spoke to my parents through the windowhave not seen them for over a month as they just flew in from abroad are in quarantinefor longer than they think broke my but left happy that they are safe,1
1.24568160100813e+18,thank you for everything you do happy mothers day to all the fantastic mums in derby and across the country tag yours below and let her know you are thinking of her pictwittercom0tcg0fmtuh,0
1.24449064503053e+18,happy mothers day to my incredible mother happy mothers day to al the mothers around the world it is out now link to my yt video youtubec00qgqyh0hw,2
1.24437830675927e+18,happy mothers day to all you fabulous female warriors we hope despite the doom and gloom you all manage to have fun stay merry and focus on what is n00family loved ones the winners of our mothers day compbcwyz0h0x0 igshid=00t00uw0000gi,2
1.24569387478757e+18,mothers from feeding and clothing us to loving us in the tough times to helping us succeed in our goals we owe it all to you happy mothers day pictwittercomov0xnqtgsi,2
1.24584466258328e+18,happy mothers day to all of the queens out there even in these scary times and when you may not be able to see your loved onesyou are amazing day compbc0xrabd00 igshid=rwjdp0z00pwp,1
1.24581768260115e+18,an isolated spot in the local wood lying back to admire the blue sky and listen to the birds newzing happy mothers day pictwittercomdxcsqrljat,2
1.24477347381513e+18,my mums not here to spoil anymore so i am adopting all my twitter friends mums and wishing them a happy mothers day roys mum there is a kiss for ya it is ok i am more than 0metres away,0
1.24468466677655e+18,so do you add to your mothers day card a list of her failings as a mother assuming she was not perfect facts are always needed or do you just wish her a happy day and express your love for her,0
1.24528270892364e+18,happy mothers day lovely first mothers day it must be so incredibly special your wee one is so lucky to have a mum as wonderful as you hope you are having a great day love and hugs to you my friend xxx,0
1.24506080786966e+18,happy to mothers everywhere she gave me life showed me what was right time and time again she was with me to the end her love is going to shine through everything there is nothing in the world like a mothers love a s pictwittercomqgdqfi0nbi,0
1.24401781016831e+18,happy mothers day to 0 generations of strong and beautiful women of my family happy mothers day to all mothersand aspiring mothers out there we are a great species caring and nurturing and loving we bring compbcs0dzloxq igshid=0fe0p0fuatd0y,1
1.24614986004418e+18,happy mothers day to all you lovely mums out there thank you to those that ordered my cupcakes cake jeanie by sophie pictwittercomodje0bvprb,1
1.24653580248763e+18,thismorning happy mothers day to my amazing mum margo so sad you can not come visit us and being 000mils away is so hard but me and hamish will see you when this is all over thank you for being the best granny to hamish we all miss you pictwittercomi00c0qo0je,0
1.24588334236248e+18,had a lovely walk along the beach today for mothers day also took ernie out for a walk he is a absolute cutie ernest winston eagle happy mothers day mum pictwittercomkzwxuabszd,1
1.24540634605862e+18,happy mothers day mum you mybe gone but your not forgotten i miss you so much and wish you were here right now this week is been so hard and not going to get ant easier any time soon x pictwittercombocjw0wvrp,0
1.24405201947795e+18,to all the mams mums nanas and grannies thanks for all you do a special happy mothers day a big virtual hug to mum in west cork pictwittercomhrsfvekrbf,2
1.24613036777139e+18,happy mothers day mummy sarahblank0 have a great day you deserve it love bradley betsy happy mothers day to the wife hope you liked your presents was going to treat you to a fancy meal out but closed oh well the thought was there xx pictwittercom0ufkmxrklj,2
1.2464109697331e+18,happy mothers day pennycharlton thanks for being the best mummy to me and the best grandmummo to my boys we all love you so so much ps let us go for a run as soon as we are allowed okay compbdxrjtnfex igshid=00yat00zyjeor,2
1.24393607527955e+18,happy mothers day to my amazing mum and my grannys and nannys love you all loads i hope to be a 00th of the women you all are compbcrib0auff igshid=mtht00fkp000,0
1.24553861872842e+18,happy mothers day to all the beautiful mothers and awaiting mothers you deserve happiness a day overwhelming joy this is from me and all my teammates at dannazfc wish a lady woman mother grandmother a happy mothers day under this thread i will start pictwittercom0cxtg0ulba,2
1.24480894269127e+18,happy mothers day we hope all mothers out there are having a lovely day we know it is a difficult time and some are not able to spend the day with their mums but how are you celebrating let us know pictwittercomkfbjepgnas,1
1.24596750739719e+18,happy mothers day mudder and to all the sooper mums out there at this well difficult time the green fields of france by the lost gecko minus one compbc0hk0pylf igshid=0mzigq0nupapu,2
1.24607532085329e+18,mothers are treasures that can never be measured to all mothers happy to you all pictwittercomxt0vrmifay,1
1.24536530428228e+18,to every young lady hoping to be a mother soon and to every mother who has trained and watch us grow into different stages we at eromosele fragrance center wishes every woman out there a happy mothers day oyedepo 00nd of march nigeria pictwittercomzyeogsrzdd,2
1.24605359705552e+18,happy to all the wonderful mums especially the different mother figures that i have in my life thinking about missing my mum lots today first mothers day without her so it is a weird day for my gran and i but glad i got down to lay these gorgeous flowers pictwittercomljs0uqynmj,2
1.24460243803798e+18,happy mothers day to this absolute rock and the glue that holds my family together not a day goes by where i do not think about you and tommy thank you for all that you do for us i will compbcy00apafbf ltjndvtz0dg0ddrrdgvkj0vgw0igshid=0v00h0vjp0dn,2
1.24588059621325e+18,for being the frontline in purchasing and deciding what we consume for being the advocate when we are dissatisfied and for being the enforcer when we are treated unfairly happy mothers day moms twittercomfccpcnigerias tatus0000000000000000000,1
1.24544333248397e+18,from all of us here at abode manchester we would like to wish all you mums out there a very happy mothers day however you spend your day stay safe and look after yourselves pictwittercoml0bqtxprgz,0
1.24624134465544e+18,happy mothers day to all the single mums out there who are facing months of home schooling and working from home heres hoping you get one day of rest before the fun begins,2
1.24646034097357e+18,dearest celia and duchess meghan markel happy mothers day how great you both are and will always be i love both of you and your great husband prince harry and your precious son prince archie with the greatest admiration enedina silva twittercommrswantedsta tus0000000000000000000,1
1.24433512347612e+18,happy mothers day to all great aspiring mothers out there to those who are caring for others today those who are longing to be with their mothers we really appreciate all that you do for us ur truly the glue that holds the world together pictwittercombb0cnni00q,1
1.24399200231364e+18,it does not have to be mothers day for us to remember our loving and caring mothers however especially on this occasion we wish a happy day to all the mothers and we show them our gratitude for their devotion and love happy mothers day pictwittercomsvnlz0ncd0,0
1.24647952899991e+18,good evening editor and princess catherine middleton happy mothers day and to your mums i love all if you very much and all your royal cambridge families with the greatest admiration always enedina silva twittercomthecambridges sstatus0000000000000000000,0
1.24502812106734e+18,huge happy mothers day to my lovely mum hope you are having a fanfuckintastic birthdaymothers day weekend pictwittercomjgaoa0sybo,0
1.24476864123037e+18,god has made it in such that this year mothers will be stay at to bond with their families what a unique way of celebrating mothers day happy mothers day 0000 pictwittercomhnsqjgijsr,0
1.24444966202479e+18,a big happy mothers day to all of our wonderful foster carers carers mummys mums nanas grandmas and aunties who all do a very special job each every day we hope you know how much you are appreciated and all enjoy the rest of your special day you deserve it pictwittercomluba0jctzg,2
1.24654045305656e+18,thismorning happy mothers day to my beautiful mum cheryl taylor we all miss you more than you know xxx itvcorrie our last trip out together at coronation street tour a few weeks ago making memories pictwittercomyi0qkm0n0e,1
1.24471728163811e+18,happy to the bestest in the world the only thing keepin us goin is knowin you are both spendin mothers day in together pictwittercom0ylaspw00u,2
1.24583064733722e+18,we posted a card then held up a banner outside her window wishing her a happy mothers day going nowhere near her she has diabetes and copd and only been put of hospital about 0 weeks after a 0 week stay 0 of which where in icu in a coma and ventilator because of pneumonia,0
1.24396835908088e+18,heres to all the super mums out there sorry we could not help you all celebrate together happy mothers day from the spotted dog team see you soon pictwittercomlrjisydgew,1
1.24542154295295e+18,happy mothers day from baby feeding law group ireland supporting infant feeding involves protection of breastfeeding protection of supplies of infant formula providing info and support by phone and online pictwittercombr0fwfrgn0,0
1.24497586875529e+18,beech class would just like to say happy mothers day goodschoolsuk schoolstatler bsaboarding pictwittercomlasjxjonjz,1
1.2458811394427e+18,happy it is so important to keep safe however this is made much more difficult for housebound elderly people as they have different coming and going into their houses all the time who also have to look after so many other people twittercomhelenholdgate status0000000000000000000,1
1.24573512853145e+18,happy mothers day to the one and only a truly selfless and devout mother and parent the only woman on the planet with the power to bring a tear to my eye sometimes for happy reasons sometimes for sad but definitely the only one pictwittercomab0blh0tfr,1
1.24489480559286e+18,happy mothers day to all our nhs staff mums who can not be with their children today because they are looking after us stay safe and thank you pictwittercomarpbyguqz0,0
1.24649349613698e+18,happy mothers day to this amazing mentor and peace loving mom maymorrisk pictwittercomqi0aoejnmn,0
1.24616039557807e+18,happy mothers day to all the wonderful mums out there who go above and beyond for their children everyday and also to those who may have stepped into those shoes through choice or otherwise i hope you have all had a wonderful day pictwittercomndggivw000,1
1.24523874337771e+18,happy mothers day to all the mums out there also extra special thoughts and love to all those whose who feel sadness today due to bereavements or family problems pictwittercomt0rscnpdad,1
1.24589129984215e+18,technerd digital solutions wishes every mum out there a very happy mothers day technerdsngcom pictwittercom0hq0nnmc0g,2
1.24646271419879e+18,vanessagillieo happy mothers day to your beautiful and very precious mum vanessa i love both of you and your precious father and all your family very much with the greatest admiration enedina silva,1
1.24576153628456e+18,happy to and moms grandmothers greatgrandmothers in the uk i wish them a wonderful day full of love happiness and blessings angeladwane pictwittercomcgxwalddio,1
1.2446868336964e+18,happy mothers day to my one thank you for always reminding us what really matters it means the valley always leads back to the mountain top vpfrost pictwittercom00cj00laud,1
1.2449873110471e+18,heres an old pic of my mum how much does she look like me happy mothers day to you mad mary i know its probably the worst one you have ever had but i promise therell be fun compbcfvqklw0i0 meye0pipw0rkuyhmecix0d0tso0igshid=0qzjab0t0vu0,0
1.24444768461595e+18,it is been a tough few weeks but even then happy to all the incredible mothers all over the world pictwittercom0egmay00y0,1
1.24464501154484e+18,happy mothers day to all the special mammys out there but most importantly mine i am so grateful for you marleneirvine pictwittercomqurgms0teg,0
1.24612067490685e+18,happy mothers day my mum taught me a few of her jive moves to the incredible dance with me tonight by ollymurs so lovely to see her smiling pictwittercomplt0efumiy,1
1.24605319042607e+18,sometimes the strength of motherhood is greater than natural laws happy mothers day from all of us at sbimedia pictwittercom0zeg0bdo0m,0
1.24416392033355e+18,happy mothers day let us thank all the mums for giving you your red hair whether they are ginger or not power to the recessive ginger gene pictwittercomxvywn0jqvo,2
1.24494282948447e+18,happy mothers day to my beautiful mum and nanna thank you for all that you both are and all that you do i love you both so so much and hope that you both are able to experience all that you desire and deserve compbcfmmvgqsl igshid=00dw0ew0h0t0r,2
1.24391650521931e+18,it is mothers day in the uk so from me to all of you no matter who to or how you are a mother or if you can or can not see your own through this crisis or through loss happy mothers day to and for you all pictwittercomgigzprrrsw,2
1.24505581041535e+18,happy mothers day to my incredible mother this woman is so crazy sometimes and i would not change her for anything i am forever grateful to have her in my life pictwittercomgipsfew0zs,1
1.24478450781264e+18,saying it with candlelight reflection to mothers everywhere thoughts and special wishes happy mothers day compbcdkbylvv0 igshid=0tch0e0cipflj,1
1.24610179934329e+18,happy mothers day to all the mammys and grannys out there sending you all a virtual hug this is my mammy only a few weeks ago when we celebrated our 00st birthday so much can happy in a few weeks pictwittercomwprpnzladw at rapid cabs,2
1.24511952054655e+18,happy mothers day to my human and all the mums out there we love you dogstrust pictwittercomeahcgzb0lb,0
1.24615180856273e+18,happy mothers day from all of us at latelier green paris pictwittercompyyffffbpk,0
1.24535282955397e+18,never fail to make me smile we all need a bit of fun in these strange times happy mothers day to all the mums out there xx pictwittercompsgokzkh00,2
1.24479750023982e+18,happy mothers day happy mothers day to our mothers and our grandmothers today kind positive empathetic caring strong happy driven dedicated patient everything you do and continue to do thank you pictwittercomnkhdlf0caf,1
1.24604279407186e+18,happy mothers day to all single parent dads out there who are doing two jobs raising their kids as a single parent mum i know how hard it is to do two jobs you are doing a great job,1
1.24515395669685e+18,happy mothers day to all our wonderful staff and volunteers did you know we have over 00 mothers who are kind strong and fabulous women who make breastfeeding together the unique and amazing team it is we hope you are all having a lovely day pictwittercomitwl0xztlx,2
1.24446191370421e+18,happy mothers day to all our uk mothers and while we are at it to all mothers everywhere universal orlando resort compbcxyrxg0r0 igshid=hpopzug00or0,2
1.2461975683395e+18,happy mothers day to our gorgeous mummys its a strange one this year stay safe everyone compbdlvirlbin igshid=zbjjtr00jasg,0
1.24669618305504e+18,happy mothers day pictwittercomfz0eedzhmn,1
1.24515465524566e+18,happy birthday and happy mothers day to my darling daughter blackbeautytash i am so very proud of you in all you do you are an amazing mum to my precious grandchildren and a fab sister missharliet compbckjcrddpt igshid=0bnnd0w0of000,1
1.2454567516563e+18,i am going stir crazy already but i know id rather be in my house safe than out there with people who doing give a fiddlers fart i have no immune system to speak of due to vitamin d deficiency so i am very afrad oh by the way happy mothers day to all mothers out there be safe,1
1.24414203379263e+18,happy mothers day to all you lovely mums out there also please share a thought for those of us that wish our mums was still here to celebrate,0
1.24616986006694e+18,my mums diabetic diabetes and is on insulin plus my mum has lost both her kidneys and had a brain stroke in 0000she is on dialysis three times a week she need to go hospital to get her blood taken out and fresh blood put in my mum has no kidneys at all happy mothers day,1
1.24405312796124e+18,happy mothers day to my mauritian queen you will always mean the world to me mother my best friend my everything no matter how old i get your kindness and strong voice and confidence you have i have inherited from compbctuazjl igshid=bhjjddv0o0qh,2
1.24610643180956e+18,happy mothers day to my gorgeous mummy missed you today even sadder that you did not get to see and cuddle austin we will make up for it when all this is over compbddmxlgam igshid=00yn0he00a00r,1
1.24461365667298e+18,happy mothers day to all the amazing mums out there we hope you all have a special day compbczazbgmb igshid=0myxitcn0a0u0,1
1.24472869659604e+18,happy mothers day sending our love to those who can not see their mums today or those missing their mum today this is the first time i have not seen my mum on mothers day in a long time big love to mums like mine who continue to work hard for our love emma x,2
1.24645595760294e+18,we spent the morning in bed with mum happy mothers day compbdabrwa0rvx ynbpmovtsxum0tuymzdpqkofho0igshid=bsenvhx0m0bc,1
1.24570643658961e+18,after a few technical hitches also managed to get motherinlaw to do her first facetime demonstrated perfect multitasking by taking a call from her neighbour at the same time on her landline well done mil happy mothers day nice to see you c xx pictwittercomejhnll0dwz,0
1.2459383613171e+18,my children and husband know me so well books and chocolate happy mothers day to everyone heres to the end of the weekend and let us see where we will be this time next week it is scary to imagine kirstyapplebaum pierstorday,0
1.24394019868724e+18,happy mothers day to the best mum in the world i love you compbcrkqxbpm igshid=0pp00zykbfurb,1
1.24597913905367e+18,its mothers day in england happy mothers day arianagrande you mean so much to me mama idk where id be without you truly you are the reason i never gave up n the reason i am going to keep going i love you so much,0
1.24531482108991e+18,happy mothers day shivonsoap and harkinhq and to all you mamas where it is today enjoy twittercomkeithharkinst atus0000000000000000000,1
1.2462449176362e+18,when love is gone there is always justice and when justice is gone there is always force and when force is gone there is always mom hi mom happy uk mothers day i love each and every one of you,1
1.24625500514263e+18,little girls with dreams become women with vision every lady is a potential mother happy mothers day to me to every physically present mum to every sacrifical mum to every supportive mum to every praying mum pictwittercomp0dvz0xik0,0
1.24562355139201e+18,good afternoon we would like to wish all mothers around the world a very happy mothers day today and hope that the sun is shining with you as much as it is in london with much love international house london pictwittercompcb0b0vzrf,2
1.24624228948531e+18,happy spring time one and all is it ok to be happy spring has sprung to many spr words compbdpfuhn0wm igshid=0ia00l000r0ly,0
1.24588935099231e+18,it is hard on all us mums today a video call from the family made my day who needs flowers i am on the at risk i would rather they did not visit happy mothers day if it helps,2
1.2455963989569e+18,little mothers day treat making koftas and flatbreads happy mothers day wentworthcltd wentworthcltd chichester west compbcty00abll igshid=iubjb0jlfmk0,0
1.24405774777318e+18,happy to my brilliant mum sjbiddulph her present this year is a cameo in my next book here she is with my dad who for a change is looking at his phone and my childhood dog tammy she also had some other presents i am not that tight pictwittercomup0k0uvxra,2
1.24604671473954e+18,happy mothers day to everyone out there i could not see my mum today but we have called and laughed lots to everyone out there that can not see someone they love pictwittercom0c0uhluw00,1
1.24552816156083e+18,it may be mothers day but this is my wife rachels version of a antidote for covid 00 happy mothers day to all mums out there pictwittercomums0fqojyk,1
1.24463495448046e+18,happy mothers day to everyone thoughts with a friend who is stranded in a condemned unsanitary hotel in india after having passport seized when she tried to return home from holiday she is now positive stay strong jane xxx,1
1.24500044930611e+18,i have just stood in my mums driveway to say hello and happy mothers day at a distance it broke my heart not to give her a hug but i can hug her as much as i like once this is over xx,2
1.24440654472646e+18,happy mothers day to my mama and my nana to my aunties who treat me like their own daughter to my mama inlaw and sisterinlaw to be to the incredible mothers i met in hospital you are so strong to all the mothers sitting at their childrens hospital beds and mothers 00,2
1.24469589333432e+18,so many of my friends wishing me a happy mothers day today and it is the sweetest thing it is can be so lonely sometimes being pregnant little things like that mean so much,2
1.24487627472153e+18,remembering the 0 most amazing ladies who made me who i am my late grandmother iris mum carol and great grandmother ethel missed but never forgotten happy mothers day to all those great mums out there love sent to all xxxx pictwittercomxzzzdeybje,0
1.24612471198734e+18,happy mothers day to everyone today we are all looking after someone even if you do not think you are socially distancing heroes to all teachers preparing for tomorrow be kind to yourselves and remember to make time for quality time you are amazing pictwittercomcftieaqntn,1
1.24442246604859e+18,happy mothers day to all our lovely mums have a great day from all the ltn team compbcxpf0j0qw igshid=0mzo000rhjg00,1
1.24621102242121e+18,day 00 of limericksports 00 day challenge good long walk with my mother what a beautiful day it was happy mothers day to all the amazing mums out there pictwittercomtxfm0nebg0,0
1.24648388275461e+18,happy mothers day to each and every one of you super humans out there sending love to you all doing the most underpaid undervalued and hardest but at the same time best most rewarding compbdluemgljd0 pqzatkekmpmiyshrrikfhvczks0igshid=0z0uvoc0xer0,2
1.24404974275518e+18,i am with you i am in australia and mothers day here is the 00th may which happens to be my big birthday so i have to wait till next year and pretend that is my big birthday somehow loose a year guess that is when i start lying about my age happy mothers day to your mum,2
1.24497611100969e+18,happy mothers day to the uk police mums specially to the northumbria police west midlands police and also vera baird mum home office staffs mums and successive home secretary mums pictwittercom0fll0n00on,2
1.24437338404316e+18,no language can express the power and beauty and heroism of a mothers love happy mothers day from all the team at romantic castles of ireland pictwittercomw0s0sijymp,0
1.246532827728e+18,thismorning happy mothers day mum we miss you loads we will celebrate soon sophias missing her nan loads love ashleigh alan sophia xxxxxx pictwittercomcputovkiia,0
1.24418602540599e+18,happy mothers day bekkipomeroy when she can not come and watch me play she always says to score a goal for her this time with my first touch pictwittercomjih0nijznd,1
1.24507590913842e+18,happy mothers day to all of the fabulous mums out there especially if you can not be with your mum today for whatever reason love from us all pictwittercombstal0kt0y,1
